PlateSequenceName,BatchName,LocalCompletionTime,CompletionState,WellId,ChemistryId,ProbeId,Concentration,Units,Endpoint,SampleSize,InitialBaseline,Plateau,FinalBaseline,NetPlateau,NetPlateauTempAdj,CrossNetPlateau,CrossNetPlateauTempAdj,PlateauSlope,Temperature,Errors,Conc_clean,is_outlier
20251114-T5,TestBatch-1,19/11/2025 02:36:42 p.m.,Complete,R24_A05,Glutamate,Probe2B,9.70482657829786,mmol/L,00:00:50,25,1.06291798182896,5.00266701834542,1.14368057250977,3.93974903651646,3.9623472415275,,,-0.353794097900338,25.9055252075195,,9.70482657829786,False
20251114-T5,TestBatch-1,19/11/2025 02:31:40 p.m.,Complete,R24_A06,Glucose,Probe1A,3.03538125171267,g/L,00:00:30,25,-0.00360352652413504,3.60477338518415,-0.00300189426967076,3.60837691170829,3.62457402898737,,,0.489888872419128,26.1876258850098,,3.03538125171267,False
20251114-T5,TestBatch-1,19/11/2025 02:31:40 p.m.,Complete,R24_A06,Lactate,Probe1B,2.53992147751561,g/L,00:00:30,25,2.03706959315709,19.1108826228551,2.22285297938756,17.073813029698,17.1504531808822,,,2.79006958007795,26.1876258850098,,2.53992147751561,False
20251114-T5,TestBatch-1,19/11/2025 02:39:47 p.m.,Complete,R24_A06,Glutamine,Probe2A,2.69586212603836,mmol/L,00:00:50,25,0.657404218401228,6.24963188171387,0.796091897147042,5.59222766331264,5.60198931581821,4.14419364929199,4.16571969842623,-0.88493074689593,25.9219398498535,,2.69586212603836,False
20251114-T5,TestBatch-1,19/11/2025 02:39:47 p.m.,Complete,R24_A06,Glutamate,Probe2B,10.2029390113323,mmol/L,00:00:50,25,1.06590352739607,5.21009717668806,1.13569395882743,4.14419364929199,4.16571969842623,,,-0.288857051304369,25.9219398498535,,10.2029390113323,False
20251114-T5,TestBatch-1,19/11/2025 02:34:36 p.m.,Complete,R24_A07,Glucose,Probe1A,4.01767006173166,g/L,00:00:30,25,-0.0038299560546875,4.77146993364607,0.0078345707484654,4.77529988970075,4.79753327677571,,,0.790149143763955,26.1828498840332,,4.01767006173166,False
20251114-T5,TestBatch-1,19/11/2025 02:34:36 p.m.,Complete,R24_A07,Lactate,Probe1B,2.59094166933417,g/L,00:00:30,25,2.03639738900321,19.4502795083182,2.25778552464076,17.413882119315,17.4949596622085,,,3.24915749686094,26.1828498840332,,2.59094166933417,False
20251114-T5,TestBatch-1,19/11/2025 02:42:43 p.m.,Complete,R24_A07,Glutamine,Probe2A,2.63321989769022,mmol/L,00:00:50,25,0.656350272042411,6.08144514901297,0.839512416294643,5.42509487697056,5.4374882419506,4.01222664969308,4.03496480946318,-1.2777818952287,25.9076080322266,,2.63321989769022,False
20251114-T5,TestBatch-1,19/11/2025 02:42:43 p.m.,Complete,R24_A07,Glutamate,Probe2B,9.88268602886987,mmol/L,00:00:50,25,1.05702100481306,5.06924765450614,1.15696689060756,4.01222664969308,4.03496480946318,,,-0.651610238211504,25.9076080322266,,9.88268602886987,False
20251114-T5,TestBatch-1,19/11/2025 02:43:33 p.m.,Complete,R24_A01,Glucose,Probe1A,3.28638365198425,g/L,00:00:30,25,0.0740555354527065,4.04807908194406,-0.00179781232561384,3.97402354649135,3.9791007563305,,,0.230271475655692,26.236011505127,,3.28638365198425,False
20251114-T5,TestBatch-1,19/11/2025 02:43:33 p.m.,Complete,R24_A01,Lactate,Probe1B,2.70218149660009,g/L,00:00:30,25,1.87315559387207,20.0046449388777,2.12163897923061,18.1314893450056,18.1546541237302,,,3.09240613664894,26.236011505127,,2.70218149660009,False
20251114-T5,TestBatch-1,19/11/2025 03:16:02 p.m.,Complete,R24_A01,Glutamine,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 03:16:02 p.m.,Complete,R24_A01,Glutamate,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 02:46:26 p.m.,Complete,R24_A02,Glucose,Probe1A,2.41278195147061,g/L,00:00:30,25,-0.00285094124930246,2.9143420628139,0.0417728424072266,2.9171930040632,2.92135779161407,,,0.0925663539341822,26.2317237854004,,2.41278195147061,False
20251114-T5,TestBatch-1,19/11/2025 02:46:26 p.m.,Complete,R24_A02,Lactate,Probe1B,2.04485505018483,g/L,00:00:30,25,1.94951438903809,15.6683232443673,2.12693868364607,13.7188088553292,13.7383947806533,,,2.3624202183317,26.2317237854004,,2.04485505018483,False
20251114-T5,TestBatch-1,19/11/2025 03:16:03 p.m.,Complete,R24_A02,Glutamine,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 03:16:03 p.m.,Complete,R24_A02,Glutamate,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 02:50:06 p.m.,Complete,R24_A03,Glucose,Probe1A,1.5087596695052,g/L,00:00:30,25,0.00474929809570313,1.81920923505511,0.334199360438756,1.8144599369594,1.82678207348808,,,0.0406265258789171,26.078483581543,,1.5087596695052,False
20251114-T5,TestBatch-1,19/11/2025 02:50:06 p.m.,Complete,R24_A03,Lactate,Probe1B,1.45601611935252,g/L,00:00:30,25,2.07491302490234,11.7911990029471,8.85918971470424,9.71628597804478,9.78227002097369,,,2.14968272617908,26.078483581543,(FB:Shift-Probe1B)(FB:Shift-Probe1B),1.45601611935252,False
20251114-T5,TestBatch-1,19/11/2025 03:16:04 p.m.,Complete,R24_A03,Glutamine,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 03:16:04 p.m.,Complete,R24_A03,Glutamate,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 02:57:55 p.m.,Complete,R24_A04,Glucose,Probe1A,NeuN,g/L,00:00:30,25,0.131924220493862,NeuN,NeuN,NeuN,NeuN,,,NeuN,26.2527923583984,,,False
20251114-T5,TestBatch-1,19/11/2025 02:57:55 p.m.,Complete,R24_A04,Lactate,Probe1B,NeuN,g/L,00:00:30,25,7.50317083086286,NeuN,NeuN,NeuN,NeuN,,,NeuN,26.2527923583984,(IB:Limit-Probe1B)(IB:Limit-Probe1B),,False
20251114-T5,TestBatch-1,19/11/2025 03:16:05 p.m.,Complete,R24_A04,Glutamine,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 03:16:05 p.m.,Complete,R24_A04,Glutamate,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 03:00:01 p.m.,Complete,R24_A05,Glucose,Probe1A,NeuN,g/L,00:00:30,25,0.0637463160923549,NeuN,NeuN,NeuN,NeuN,,,NeuN,26.311710357666,,,False
20251114-T5,TestBatch-1,19/11/2025 03:00:01 p.m.,Complete,R24_A05,Lactate,Probe1B,NeuN,g/L,00:00:30,25,6.5588013785226,NeuN,NeuN,NeuN,NeuN,,,NeuN,26.311710357666,(IB:Limit-Probe1B)(IB:Limit-Probe1B),,False
20251114-T5,TestBatch-1,19/11/2025 03:16:06 p.m.,Complete,R24_A05,Glutamine,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 03:16:06 p.m.,Complete,R24_A05,Glutamate,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 03:01:50 p.m.,Complete,R24_A06,Glucose,Probe1A,6.68566535176548,g/L,00:00:30,25,-0.000669479370117188,8.10788863045829,5.90656117030552,8.1085581098284,8.09489666299927,,,0.907557351248691,26.3206520080566,(FB:Shift-Probe1A)(FB:Shift-Probe1A),6.68566535176548,False
20251114-T5,TestBatch-1,19/11/2025 03:01:50 p.m.,Complete,R24_A06,Lactate,Probe1B,5.32204819679187,g/L,00:00:30,25,5.81648744855608,41.6331067766462,50.2181189400809,35.8166193280901,35.7562748335545,,,7.36267089843746,26.3206520080566,(FB:Shift-Probe1B)(FB:Shift-Probe1B),5.32204819679187,False
20251114-T5,TestBatch-1,19/11/2025 03:16:07 p.m.,Complete,R24_A06,Glutamine,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 03:16:07 p.m.,Complete,R24_A06,Glutamate,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 03:11:12 p.m.,Complete,R24_A07,Glucose,Probe1A,NeuN,g/L,00:00:30,25,5.57537978036063,NeuN,NeuN,NeuN,NeuN,,,NeuN,26.4454727172852,,,False
20251114-T5,TestBatch-1,19/11/2025 03:11:12 p.m.,Complete,R24_A07,Lactate,Probe1B,NeuN,g/L,00:00:30,25,50.1392953055246,NeuN,NeuN,NeuN,NeuN,,,NeuN,26.4454727172852,(IB:Limit-Probe1B)(IB:Limit-Probe1B),,False
20251114-T5,TestBatch-1,19/11/2025 03:16:07 p.m.,Complete,R24_A07,Glutamine,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
20251114-T5,TestBatch-1,19/11/2025 03:16:07 p.m.,Complete,R24_A07,Glutamate,,NeuN,mmol/L,00:00:00,0,NeuN,NeuN,NeuN,NeuN,NeuN,,,NeuN,0.0,(Cailbration failure-None),,False
